"alphabetic_order","Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
4299,5,"MLKJ_CW</","מַלְכִּי שׁוּעַ ","malkî šûₐʕ",,,,,,,,,,,,,,,,,
4300,3,"MLKJ>L/","מַלְכִּיאֵל ","malkîʔēl",,,,,,,,,,,,,,,,,
4301,1,"MLKJ>LJ/","מַלְכִּיאֵלִי ","malkîʔēlî",,,,,,,,,,,,,,,,,
4302,15,"MLKJH/","מַלְכִּיָּה ","malkiyyāʰ",,,,,,,,,,,,,,,,,
4303,1,"MLKJHW/","מַלְכִּיָּהוּ ","malkiyyāhû",,,,,,,,,,,,,,,,,
4304,1,"MLKJRM/","מַלְכִּירָם ","malkîrām",,,,,,,,,,,,,,,,,
4305,3,"MLKM/","מִלְכֹּם I","milkōm",,,,,,,,,,,,,,,,,
4306,4,"MLKM=/","מַלְכָּם II","malkām",,,,,,,,,,,,,,,,,
4307,5,"MLKT/","מְלֶכֶת I","mᵊlexet",,,,,,,,,,,,,,,,,
4308,1,"MLKT=/","מֹלֶכֶת II","mōlexet",,,,,,,,,,,,,,,,,
4309,4,"MLL==[","מלל III","MLL",,,,,,,,,,,,,,,,,
4310,4,"MLL=[","מלל II","MLL",,,,,,,,,,,,,,,,,
4311,5,"MLL[","מלל I","MLL",,,,,,,,,,,,,,,,,
4312,1,"MLLJ/","מִלֲלַי ","milᵃlay",,,,,,,,,,,,,,,,,
4313,1,"MLMD/","מַלְמָד ","malmād",,,,,,,,,,,,,,,,,
4314,1,"MLY[","מלץ ","MLṢ",,,,,,,,,,,,,,,,,
4315,2,"MLYR/","מֶלְצַר ","melṣar",,,,,,,,,,,,,,,,,
4316,2,"MLQ[","מלק ","MLQ",,,,,,,,,,,,,,,,,
4317,7,"MLQWX/","מַלְקֹוחַ ","malqôₐḥ",,,,,,,,,,,,,,,,,
4318,8,"MLQWC/","מַלְקֹושׁ ","malqôš",,,,,,,,,,,,,,,,,
4319,6,"MLQXJM/","מֶלְקָחַיִם I","melqāḥayim",,,,,,,,,,,,,,,,,
4320,1,"MLQXJM=/","מַלְקֹחַיִם II","malqōḥayim",,,,,,,,,,,,,,,,,
4321,1,"MLTXH/","מֶלְתָּחָה ","meltāḥāʰ",,,,,,,,,,,,,,,,,
4322,1,"MMGRH/","מַמְּגֻרָה ","mammᵊgurāʰ",,,,,,,,,,,,,,,,,
4323,1,"MMD/","מְמָד ","mᵊmād",,,,,,,,,,,,,,,,,
4324,3,"MMWKN/","מְמוּכָן ","mᵊmûxān",,,,,,,,,,,,,,,,,
4325,2,"MMWTJM/","מְמֹותִים ","mᵊmôtîm",,,,,,,,,,,,,,,,,
4326,2,"MMZR/","מַמְזֵר ","mamzēr",,,,,,,,,,,,,,,,,
4327,10,"MMKR/","מִמְכָּר ","mimkār",,,,,,,,,,,,,,,,,
4328,1,"MMKRT/","מִמְכֶּרֶת ","mimkeret",,,,,,,,,,,,,,,,,
4329,93,"MMLKH/","מַמְלָכָה ","mamlāxāʰ",,,,,,,,,,,,,,,,,
4330,9,"MMLKWT/","מַמְלָכוּת ","mamlāxût",,,,,,,,,,,,,,,,,
4331,24,"MMLKT/","מַמְלֶכֶת ","mamlexet",,,,,,,,,,,,,,,,,
4332,2,"MMSK/","מִמְסָךְ ","mimsāx",,,,,,,,,,,,,,,,,
4333,1,"MMR/","מֶמֶר ","memer",,,,,,,,,,,,,,,,,
4334,2,"MMR>/","מַמְרֵא I","mamrēˀ",,,,,,,,,,,,,,,,,
4335,8,"MMR>=/","מַמְרֵא II","mamrēˀ",,,,,,,,,,,,,,,,,
4336,1,"MMRWRJM/","מַמְּרֹורִים ","mammᵊrôrîm",,,,,,,,,,,,,,,,,
4337,1,"MMCX/","מִמְשַׁח ","mimšaḥ",,,,,,,,,,,,,,,,,
4338,3,"MMCL/","מִמְשָׁל ","mimšāl",,,,,,,,,,,,,,,,,
4339,3,"MMCLH/","מֶמְשָׁלָה ","memšālāʰ",,,,,,,,,,,,,,,,,
4340,14,"MMCLT/","מֶמְשֶׁלֶת ","memšelet",,,,,,,,,,,,,,,,,
4341,1,"MMCQ/","מִמְשָׁק ","mimšāq",,,,,,,,,,,,,,,,,
4342,2,"MMTQJM/","מַמְתַקִּים ","mamtaqqîm",,,,,,,,,,,,,,,,,
4343,7562,"MN","מִן I","min","ከ, ከ, ከ… ውስጥ ",,,,,,,,,,,,,,,,
4344,13,"MN/","מָן I","mān",,,,,,,,,,,,,,,,,
4345,1,"MN=","מָן II","mān",,,,,,,,,,,,,,,,,
4346,1,"MN=/","מֵן II","mēn",,,,,,,,,,,,,,,,,
4347,1,"MN==/","מֵן III","mēn",,,,,,,,,,,,,,,,,
4348,1,"MNGJNH/","מַנְגִּינָה ","mangînāʰ",,,,,,,,,,,,,,,,,
4349,12,"MNH/","מָנָה I","mānāʰ",,,,,,,,,,,,,,,,,
4350,5,"MNH=/","מָנֶה II","māneʰ",,,,,,,,,,,,,,,,,
4351,2,"MNH==/","מֹנֶה III","mōneʰ",,,,,,,,,,,,,,,,,
4352,27,"MNH[","מנה ","MNH",,,,,,,,,,,,,,,,,
4353,2,"MNHG/","מִנְהָג ","minhāg",,,,,,,,,,,,,,,,,
4354,1,"MNHRH/","מִנְהָרָה ","minhārāʰ",,,,,,,,,,,,,,,,,
4355,1,"MNWD/","מָנֹוד ","mānôd",,,,,,,,,,,,,,,,,
4356,7,"MNWX/","מָנֹוחַ I","mānôₐḥ",,,,,,,,,,,,,,,,,
4357,18,"MNWX=/","מָנֹוחַ II","mānôₐḥ",,,,,,,,,,,,,,,,,
4358,21,"MNWXH/","מְנוּחָה ","mᵊnûḥāʰ",,,,,,,,,,,,,,,,,
4359,1,"MNWN/","מָנֹון ","mānôn",,,,,,,,,,,,,,,,,
4360,8,"MNWS/","מָנֹוס ","mānôs",,,,,,,,,,,,,,,,,
4361,2,"MNWSH/","מְנוּסָה ","mᵊnûsāʰ",,,,,,,,,,,,,,,,,
4362,4,"MNWR/","מָנֹור ","mānôr",,,,,,,,,,,,,,,,,
4363,42,"MNWRH/","מְנֹורָה ","mᵊnôrāʰ",,,,,,,,,,,,,,,,,
4364,1,"MNZRJM/","מִנְּזָרִים ","minnᵊzārîm",,,,,,,,,,,,,,,,,
4365,211,"MNXH/","מִנְחָה ","minḥāʰ","ስጦታ አጅ መንሻ, ስጦታ, ገጸ በረከት, መባ",,,,,,,,,,,,,,,,
4366,8,"MNXM/","מְנַחֵם ","mᵊnaḥēm",,,,,,,,,,,,,,,,,
4367,2,"MNXT/","מָנַחַת I","mānaḥat",,,,,,,,,,,,,,,,,
4368,1,"MNXT=/","מָנָחַת II","mānāḥat",,,,,,,,,,,,,,,,,
4369,1,"MNXTJ/","מָנַחְתִּי ","mānaḥtî",,,,,,,,,,,,,,,,,
4370,1,"MNJ/","מְנִי I","mᵊnî",,,,,,,,,,,,,,,,,
4371,1,"MNJ=/","מִנִּי II","minnî",,,,,,,,,,,,,,,,,
4372,3,"MNJMJN/","מִנְיָמִין ","minyāmîn",,,,,,,,,,,,,,,,,
4373,2,"MNJT/","מִנִּית ","minnît",,,,,,,,,,,,,,,,,
4374,1,"MNLM/","מִנְלָם ","minlām",,,,,,,,,,,,,,,,,
4375,29,"MN<[","מנע ","MNʕ",,,,,,,,,,,,,,,,,
4376,6,"MN<WL/","מַנְעוּל ","manʕûl",,,,,,,,,,,,,,,,,
4377,1,"MN<L/","מִנְעָל ","minʕāl",,,,,,,,,,,,,,,,,
4378,1,"MN<MJM/","מַנְעַמִּים ","manʕammîm",,,,,,,,,,,,,,,,,
4379,1,"MN<N<JM/","מְנַעַנְעִים ","mᵊnaʕanʕîm",,,,,,,,,,,,,,,,,
4380,4,"MNQJT/","מְנַקִּית ","mᵊnaqqît",,,,,,,,,,,,,,,,,
4381,146,"MNCH/","מְנַשֶּׁה ","mᵊnaššeʰ",,,,,,,,,,,,,,,,,
4382,4,"MNCJ/","מְנַשִּׁי ","mᵊnaššî",,,,,,,,,,,,,,,,,
4383,9,"MNT/","מְנָת ","mᵊnāt",,,,,,,,,,,,,,,,,
4384,23,"MS/","מַס I","mas",,,,,,,,,,,,,,,,,
4385,1,"MS=/","מָס II","mās",,,,,,,,,,,,,,,,,
4386,4,"MSB/","מֵסַב ","mēsav",,,,,,,,,,,,,,,,,
4387,1,"MSBH/","מְסִבָּה ","mᵊsibbāʰ",,,,,,,,,,,,,,,,,
4388,3,"MSGR/","מַסְגֵּר I","masgēr",,,,,,,,,,,,,,,,,
4389,4,"MSGR=/","מַסְגֵּר II","masgēr",,,,,,,,,,,,,,,,,
4390,17,"MSGRT/","מִסְגֶּרֶת ","misgeret",,,,,,,,,,,,,,,,,
4391,1,"MSD/","מַסַּד ","massad",,,,,,,,,,,,,,,,,
4392,1,"MSDRWN/","מִסְדְּרֹון ","misdᵊrôn",,,,,,,,,,,,,,,,,
4393,3,"MSH/","מַסָּה I","massāʰ",,,,,,,,,,,,,,,,,
4394,1,"MSH=/","מִסָּה II","missāʰ",,,,,,,,,,,,,,,,,
4395,1,"MSH==/","מַסָּה III","massāʰ",,,,,,,,,,,,,,,,,
4396,5,"MSH===/","מַסָּה IV","massāʰ",,,,,,,,,,,,,,,,,
4397,4,"MSH[","מסה ","MSH",,,,,,,,,,,,,,,,,
4398,3,"MSWH/","מַסְוֶה ","masweʰ",,,,,,,,,,,,,,,,,
4399,1,"MSWKH/","מְסוּכָה ","mᵊsûxāʰ",,,,,,,,,,,,,,,,,
4400,1,"MSX","מַסָּח ","massāḥ",,,,,,,,,,,,,,,,,
4401,1,"MSXR/","מִסְחַר ","misḥar",,,,,,,,,,,,,,,,,
4402,25,"MSK/","מָסָךְ I","māsāx",,,,,,,,,,,,,,,,,
4403,1,"MSK=/","מֶסֶךְ II","mesex",,,,,,,,,,,,,,,,,
4404,5,"MSK[","מסך ","MSX",,,,,,,,,,,,,,,,,
4405,25,"MSKH/","מַסֵּכָה I","massēxāʰ",,,,,,,,,,,,,,,,,
4406,2,"MSKH=/","מַסֵּכָה II","massēxāʰ",,,,,,,,,,,,,,,,,
4407,1,"MSKH==/","מַסֵּכָה III","massēxāʰ",,,,,,,,,,,,,,,,,
4408,1,"MSKH===/","מְסֻכָה IV","mᵊsuxāʰ",,,,,,,,,,,,,,,,,
4409,4,"MSKN/","מִסְכֵּן ","miskēn",,,,,,,,,,,,,,,,,
4410,7,"MSKNWT/","מִסְכְּנֹות ","miskᵊnôt",,,,,,,,,,,,,,,,,
4411,1,"MSKNT/","מִסְכֵּנֻת ","miskēnut",,,,,,,,,,,,,,,,,
4412,2,"MSKT/","מַסֶּכֶת ","massexet",,,,,,,,,,,,,,,,,
4413,27,"MSLH/","מְסִלָּה ","mᵊsillāʰ",,,,,,,,,,,,,,,,,
4414,1,"MSLWL/","מַסְלוּל ","maslûl",,,,,,,,,,,,,,,,,
4415,3,"MSMR/","מַסְמֵר ","masmēr",,,,,,,,,,,,,,,,,
4416,21,"MSS[","מסס ","MSS",,,,,,,,,,,,,,,,,
4417,12,"MS</","מַסַּע I","massaʕ",,,,,,,,,,,,,,,,,
4418,2,"MS<=/","מַסָּע II","massāʕ",,,,,,,,,,,,,,,,,
4419,1,"MS<D/","מִסְעָד ","misʕād",,,,,,,,,,,,,,,,,
4420,16,"MSPD/","מִסְפֵּד ","mispēd",,,,,,,,,,,,,,,,,
4421,5,"MSPW>/","מִסְפֹּוא ","mispôʔ",,,,,,,,,,,,,,,,,
4422,2,"MSPXWT/","מִסְפָּחֹות ","mispāḥôt",,,,,,,,,,,,,,,,,
4423,3,"MSPXT/","מִסְפַּחַת ","mispaḥat",,,,,,,,,,,,,,,,,
4424,134,"MSPR/","מִסְפָּר I","mispār",,,,,,,,,,,,,,,,,
4425,1,"MSPR=/","מִסְפָּר II","mispār",,,,,,,,,,,,,,,,,
4426,1,"MSPRT/","מִסְפֶּרֶת ","misperet",,,,,,,,,,,,,,,,,
4427,2,"MSR[","מסר ","MSR",,,,,,,,,,,,,,,,,
4428,2,"MSRWT/","מֹסֵרֹות ","mōsērôt",,,,,,,,,,,,,,,,,
4429,1,"MSRT/","מָסֹרֶת ","māsōret",,,,,,,,,,,,,,,,,
4430,1,"MSTWR/","מִסְתֹּור ","mistôr",,,,,,,,,,,,,,,,,
4431,10,"MSTR/","מִסְתָּר I","mistār",,,,,,,,,,,,,,,,,
4432,1,"MSTR=/","מַסְתֵּר II","mastēr",,,,,,,,,,,,,,,,,
4433,1,"M<BD/","מַעֲבָד ","maʕᵃvād",,,,,,,,,,,,,,,,,
4434,1,"M<BH/","מַעֲבֵה ","maʕᵃvēʰ",,,,,,,,,,,,,,,,,
4435,3,"M<BR/","מַעֲבָר ","maʕᵃvār",,,,,,,,,,,,,,,,,
4436,8,"M<BRH/","מַעְבָּרָה ","maʕbārāʰ",,,,,,,,,,,,,,,,,
4437,13,"M<GL/","מַעְגָּל I","maʕgāl",,,,,,,,,,,,,,,,,
4438,3,"M<GL=/","מַעְגָּל II","maʕgāl",,,,,,,,,,,,,,,,,
4439,7,"M<D[","מעד ","MʕD",,,,,,,,,,,,,,,,,
4440,1,"M<DJ/","מַעֲדַי ","maʕᵃday",,,,,,,,,,,,,,,,,
4441,1,"M<DJH/","מַעַדְיָה ","maʕadyāʰ",,,,,,,,,,,,,,,,,
4442,3,"M<DN/","מַעֲדָן ","maʕᵃdān",,,,,,,,,,,,,,,,,
4443,2,"M<DNT/","מַעֲדַנֹּת ","maʕᵃdannōt",,,,,,,,,,,,,,,,,
4444,1,"M<DR/","מַעְדֵּר ","maʕdēr",,,,,,,,,,,,,,,,,
4445,1,"M<H/","מָעָה ","māʕāʰ",,,,,,,,,,,,,,,,,
4446,2,"M<WG/","מָעֹוג ","māʕôg",,,,,,,,,,,,,,,,,
4447,35,"M<WZ/","מָעֹוז ","māʕôz",,,,,,,,,,,,,,,,,
4448,1,"M<WK/","מָעֹוךְ ","māʕôx",,,,,,,,,,,,,,,,,
4449,19,"M<WN/","מָעֹון I","māʕôn",,,,,,,,,,,,,,,,,
4450,6,"M<WN=/","מָעֹון II","māʕôn",,,,,,,,,,,,,,,,,
4451,2,"M<WN==/","מָעֹון III","māʕôn",,,,,,,,,,,,,,,,,
4452,4,"M<WNJM/","מְעוּנִים ","mᵊʕûnîm",,,,,,,,,,,,,,,,,
4453,1,"M<WNTJ/","מְעֹונֹתַי ","mᵊʕônōtay",,,,,,,,,,,,,,,,,
4454,1,"M<WP/","מְעוּף ","mᵊʕûf",,,,,,,,,,,,,,,,,
4455,1,"M<WR/","מָעֹור ","māʕôr",,,,,,,,,,,,,,,,,
4456,1,"M<ZJH/","מַעַזְיָה ","maʕazyāʰ",,,,,,,,,,,,,,,,,
4457,1,"M<ZJHW/","מַעַזְיָהוּ ","maʕazyāhû",,,,,,,,,,,,,,,,,
4458,1,"M<ZN/","מָעֹזֶן ","māʕōzen",,,,,,,,,,,,,,,,,
4459,101,"M<V/","מְעַט ","mᵊʕaṭ",,,,,,,,,,,,,,,,,
4460,22,"M<V[","מעט ","MʕṬ",,,,,,,,,,,,,,,,,
4461,1,"M<VH/","מַעֲטֶה I","maʕᵃṭeʰ",,,,,,,,,,,,,,,,,
4462,1,"M<VH=/","מְעֻטָּה II","mᵊʕuṭṭāʰ",,,,,,,,,,,,,,,,,
4463,1,"M<VPT/","מַעֲטֶפֶת ","maʕᵃṭefet",,,,,,,,,,,,,,,,,
4464,1,"M<J/","מְעִי I","mᵊʕî",,,,,,,,,,,,,,,,,
4465,1,"M<J=/","מָעַי II","māʕay",,,,,,,,,,,,,,,,,
4466,28,"M<JL/","מְעִיל ","mᵊʕîl",,,,,,,,,,,,,,,,,
4467,32,"M<JM/","מֵעִים ","mēʕîm",,,,,,,,,,,,,,,,,
4468,23,"M<JN/","מַעְיָן ","maʕyān",,,,,,,,,,,,,,,,,
4469,3,"M<K[","מעך ","MʕX",,,,,,,,,,,,,,,,,
4470,18,"M<KH/","מַעֲכָה I","maʕᵃxāʰ",,,,,,,,,,,,,,,,,
4471,5,"M<KH=/","מַעֲכָה II","maʕᵃxāʰ",,,,,,,,,,,,,,,,,
4472,1,"M<KT/","מַעֲכָת ","maʕᵃxāt",,,,,,,,,,,,,,,,,
4473,8,"M<KTJ/","מַעֲכָתִי ","maʕᵃxātî",,,,,,,,,,,,,,,,,
4474,140,"M<L/","מַעַל I","maʕal",,,,,,,,,,,,,,,,,
4475,28,"M<L=/","מַעַל II","maʕal",,,,,,,,,,,,,,,,,
4476,1,"M<L==/","מֹעַל III","mōʕal",,,,,,,,,,,,,,,,,
4477,36,"M<L[","מעל ","MʕL",,,,,,,,,,,,,,,,,
4478,12,"M<LH/","מַעֲלֶה I","maʕᵃleʰ",,,,,,,,,,,,,,,,,
4479,47,"M<LH=/","מַעֲלָה II","maʕᵃlāʰ",,,,,,,,,,,,,,,,,
4480,2,"M<LH_>DMJM/","מַעֲלֵה אֲדֻמִּים ","maʕᵃlēʰ ʔᵃdummîm",,,,,,,,,,,,,,,,,
4481,1,"M<LH_GWR/","מַעֲלֵה גוּר ","maʕᵃlēʰ gûr",,,,,,,,,,,,,,,,,
4482,1,"M<LH_HXRS/","מַעֲלֵה הֶחָרֶס ","maʕᵃlēʰ heḥāres",,,,,,,,,,,,,,,,,
4483,3,"M<LH_<QRBJM/","מַעֲלֵה עַקְרַבִּים ","maʕᵃlēʰ ʕaqrabbîm",,,,,,,,,,,,,,,,,
4484,41,"M<LL/","מַעֲלָל ","maʕᵃlāl",,,,,,,,,,,,,,,,,
4485,5,"M<MD/","מַעֲמָד I","maʕᵃmād",,,,,,,,,,,,,,,,,
4486,1,"M<MD=/","מָעֳמָד II","māʕᵒmād",,,,,,,,,,,,,,,,,
4487,1,"M<MSH/","מַעֲמָסָה ","maʕᵃmāsāʰ",,,,,,,,,,,,,,,,,
4488,5,"M<MQJM/","מַעֲמַקִּים ","maʕᵃmaqqîm",,,,,,,,,,,,,,,,,
4489,8,"M<NH/","מְעֹנָה I","mᵊʕōnāʰ",,,,,,,,,,,,,,,,,
4490,6,"M<NH=/","מַעֲנֶה II","maʕᵃneʰ",,,,,,,,,,,,,,,,,
4491,1,"M<NH==/","מַעֲנָה III","maʕᵃnāʰ",,,,,,,,,,,,,,,,,
4492,1,"M<NH===/","מַעֲנֶה IV","maʕᵃneʰ",,,,,,,,,,,,,,,,,
4493,1,"M<NJT/","מַעֲנִית ","maʕᵃnît",,,,,,,,,,,,,,,,,
4494,1,"M<Y/","מַעַץ ","maʕaṣ",,,,,,,,,,,,,,,,,
4495,1,"M<YBH/","מַעֲצֵבָה ","maʕᵃṣēvāʰ",,,,,,,,,,,,,,,,,
4496,2,"M<YD/","מַעֲצָד ","maʕᵃṣād",,,,,,,,,,,,,,,,,
4497,2,"M<YWR/","מַעְצֹור ","maʕṣôr",,,,,,,,,,,,,,,,,
4498,1,"M<QH/","מַעֲקֶה ","maʕᵃqeʰ",,,,,,,,,,,,,,,,,
4499,1,"M<QCJM/","מַעֲקַשִּׁים ","maʕᵃqaššîm",,,,,,,,,,,,,,,,,
4500,2,"M<R/","מַעַר ","maʕar",,,,,,,,,,,,,,,,,
4501,13,"M<RB/","מַעֲרָב I","maʕᵃrāv",,,,,,,,,,,,,,,,,
4502,9,"M<RB=/","מַעֲרָב II","maʕᵃrāv",,,,,,,,,,,,,,,,,
4503,1,"M<RBH/","מַעֲרָבָה ","maʕᵃrāvāʰ",,,,,,,,,,,,,,,,,
4504,38,"M<RH/","מְעָרָה I","mᵊʕārāʰ",,,,,,,,,,,,,,,,,
4505,1,"M<RH=/","מַעֲרֶה II","maʕᵃreʰ",,,,,,,,,,,,,,,,,
4506,1,"M<RH==/","מְעָרָה III","mᵊʕārāʰ",,,,,,,,,,,,,,,,,
4507,1,"M<RH===/","מְעָרָה IV","mᵊʕārāʰ",,,,,,,,,,,,,,,,,
4508,1,"M<RK/","מַעֲרָךְ ","maʕᵃrāx",,,,,,,,,,,,,,,,,
4509,19,"M<RKH/","מַעֲרָכָה ","maʕᵃrāxāʰ",,,,,,,,,,,,,,,,,
4510,10,"M<RKT/","מַעֲרֶכֶת ","maʕᵃrexet",,,,,,,,,,,,,,,,,
4511,1,"M<RMJM/","מַעֲרֻמִּים ","maʕᵃrummîm",,,,,,,,,,,,,,,,,
4512,1,"M<RYH/","מַעֲרָצָה ","maʕᵃrāṣāʰ",,,,,,,,,,,,,,,,,
4513,1,"M<RT/","מַעֲרָת ","maʕᵃrāt",,,,,,,,,,,,,,,,,
4514,235,"M<FH/","מַעֲשֶׂה ","maʕᵃśeʰ","ስራ, ተግባር, ስራ",,,,,,,,,,,,,,,,
4515,1,"M<FJ/","מַעְשַׂי ","maʕśay",,,,,,,,,,,,,,,,,
4516,16,"M<FJH/","מַעֲשֵׂיָה ","maʕᵃśêāʰ",,,,,,,,,,,,,,,,,
4517,7,"M<FJHW/","מַעֲשֵׂיָהוּ ","maʕᵃśêāhû",,,,,,,,,,,,,,,,,
4518,2,"M<CQWT/","מַעֲשַׁקֹּות ","maʕᵃšaqqôt",,,,,,,,,,,,,,,,,
4519,32,"M<FR/","מַעֲשֵׂר ","maʕᵃśēr",,,,,,,,,,,,,,,,,
4520,1,"MP/","מֹף ","mōf",,,,,,,,,,,,,,,,,
4521,1,"MPG</","מִפְגָּע ","mifgāʕ",,,,,,,,,,,,,,,,,
4522,1,"MPX/","מַפֻּחַ I","mappuₐḥ",,,,,,,,,,,,,,,,,
4523,1,"MPX=/","מַפָּח II","mappāḥ",,,,,,,,,,,,,,,,,
4524,15,"MPJBCT/","מְפִיבֹשֶׁת ","mᵊfîvōšet",,,,,,,,,,,,,,,,,
4525,1,"MPJM/","מֻפִּים ","muppîm",,,,,,,,,,,,,,,,,
4526,1,"MPJY/","מֵפִיץ ","mēfîṣ",,,,,,,,,,,,,,,,,
4527,2,"MPL/","מַפָּל ","mappāl",,,,,,,,,,,,,,,,,
4528,1,"MPL>WT/","מִפְלְאֹות ","miflᵊʔôt",,,,,,,,,,,,,,,,,
4529,1,"MPLGH/","מִפְלַגָּה ","miflaggāʰ",,,,,,,,,,,,,,,,,
4530,3,"MPLH/","מַפָּלָה ","mappālāʰ",,,,,,,,,,,,,,,,,
4531,1,"MPLV/","מִפְלָט ","miflāṭ",,,,,,,,,,,,,,,,,
4532,4,"MPLYT/","מִפְלֶצֶת ","mifleṣet",,,,,,,,,,,,,,,,,
4533,1,"MPLF/","מִפְלָשׂ ","miflāś",,,,,,,,,,,,,,,,,
4534,8,"MPLT/","מַפֶּלֶת ","mappelet",,,,,,,,,,,,,,,,,
4535,3,"MP<L/","מִפְעָל ","mifʕāl",,,,,,,,,,,,,,,,,
4536,1,"MPY/","מַפָּץ I","mappāṣ",,,,,,,,,,,,,,,,,
4537,1,"MPY=/","מַפֵּץ II","mappēṣ",,,,,,,,,,,,,,,,,
4538,5,"MPQD/","מִפְקָד ","mifqād",,,,,,,,,,,,,,,,,
4539,1,"MPRY/","מִפְרָץ ","mifrāṣ",,,,,,,,,,,,,,,,,
4540,1,"MPRQT/","מַפְרֶקֶת ","mafreqet",,,,,,,,,,,,,,,,,
4541,2,"MPRF/","מִפְרָשׂ ","mifrāś",,,,,,,,,,,,,,,,,
4542,1,"MPF<H/","מִפְשָׂעָה ","mifśāʕāʰ",,,,,,,,,,,,,,,,,
4543,3,"MPTX/","מַפְתֵּחַ I","maftēₐḥ",,,,,,,,,,,,,,,,,
4544,1,"MPTX=/","מִפְתָּח II","miftāḥ",,,,,,,,,,,,,,,,,
4545,8,"MPTN/","מִפְתָּן ","miftān",,,,,,,,,,,,,,,,,
4546,8,"MY/","מֹץ I","mōṣ",,,,,,,,,,,,,,,,,
4547,1,"MY=/","מֵץ II","mēṣ",,,,,,,,,,,,,,,,,
4548,453,"MY>[","מצא ","MṢʔ",,"አገኘ, ማግኘት","ተገኘ, መገኘት",,,,"ተገኘ, ማቅረብ ",,,,,,,,,,
4549,10,"MYB/","מַצָּב I","maṣṣāv",,,,,,,,,,,,,,,,,
4550,2,"MYB=/","מֻצָּב II","muṣṣāv",,,,,,,,,,,,,,,,,
4551,32,"MYBH/","מַצֵּבָה I","maṣṣēvāʰ",,,,,,,,,,,,,,,,,
4552,1,"MYBH=/","מַצָּבָה II","maṣṣāvāʰ",,,,,,,,,,,,,,,,,
4553,1,"MYBJH/","מְצֹבָיָה ","mᵊṣōvāyāʰ",,,,,,,,,,,,,,,,,
4554,6,"MYBT/","מַצֶּבֶת ","maṣṣevet",,,,,,,,,,,,,,,,,
4555,11,"MYD/","מְצָד ","mᵊṣād",,,,,,,,,,,,,,,,,
4556,53,"MYH/","מַצָּה I","maṣṣāʰ",,,,,,,,,,,,,,,,,
4557,3,"MYH=/","מַצָּה II","maṣṣāʰ",,,,,,,,,,,,,,,,,
4558,1,"MYH==/","מֹצָה III","mōṣāʰ",,,,,,,,,,,,,,,,,
4559,7,"MYH[","מצה ","MṢH",,,,,,,,,,,,,,,,,
4560,2,"MYHLWT/","מִצְהָלֹות ","miṣhālôt",,,,,,,,,,,,,,,,,
4561,4,"MYWD/","מָצֹוד ","māṣôd",,,,,,,,,,,,,,,,,
4562,18,"MYWDH/","מְצוּדָה I","mᵊṣûdāʰ",,,,,,,,,,,,,,,,,
4563,4,"MYWDH=/","מְצוּדָה II","mᵊṣûdāʰ",,,,,,,,,,,,,,,,,
4564,2,"MYWDH==/","מְצֹודָה III","mᵊṣôdāʰ",,,,,,,,,,,,,,,,,
4565,181,"MYWH/","מִצְוָה ","miṣwāʰ","ህግ ትእዛዝ",,,,,,,,,,,,,,,,
4566,12,"MYWLH/","מְצֹולָה ","mᵊṣôlāʰ",,,,,,,,,,,,,,,,,
4568,6,"MYWQ/","מָצֹוק I","māṣôq",,,,,,,,,,,,,,,,,
4567,2,"MYWQ=/","מָצוּק II","māṣûq",,,,,,,,,,,,,,,,,
4569,7,"MYWQH/","מְצוּקָה ","mᵊṣûqāʰ",,,,,,,,,,,,,,,,,
4570,6,"MYWR/","מָצֹור I","māṣôr",,,,,,,,,,,,,,,,,
4571,18,"MYWR=/","מָצֹור II","māṣôr",,,,,,,,,,,,,,,,,
4572,6,"MYWR==/","מָצֹור III","māṣôr","ግብጽ",,,,,,,,,,,,,,,,
4573,8,"MYWRH/","מְצוּרָה ","mᵊṣûrāʰ",,,,,,,,,,,,,,,,,
4574,13,"MYX/","מֵצַח ","mēṣaḥ",,,,,,,,,,,,,,,,,
4575,1,"MYXH/","מִצְחָה ","miṣḥāʰ",,,,,,,,,,,,,,,,,
4576,1,"MYLH/","מְצִלָּה ","mᵊṣillāʰ",,,,,,,,,,,,,,,,,
4577,13,"MYLTJM/","מְצִלְתַּיִם ","mᵊṣiltayim",,,,,,,,,,,,,,,,,
4578,12,"MYNPT/","מִצְנֶפֶת ","miṣnefet",,,,,,,,,,,,,,,,,
4579,1,"MY</","מַצָּע ","maṣṣāʕ",,,,,,,,,,,,,,,,,
4580,3,"MY<D/","מִצְעָד ","miṣʕād",,,,,,,,,,,,,,,,,
4581,6,"MY<R/","מִצְעָר ","miṣʕār",,,,,,,,,,,,,,,,,
4582,6,"MYPH/","מִצְפֶּה I","miṣpeʰ",,,,,,,,,,,,,,,,,
4583,40,"MYPH=/","מִצְפָּה II","miṣpāʰ",,,,,,,,,,,,,,,,,
4584,3,"MYPH==/","מִצְפֶּה III","miṣpeʰ",,,,,,,,,,,,,,,,,
4585,1,"MYPWNJM/","מַצְפּוּנִים ","maṣpûnîm",,,,,,,,,,,,,,,,,
4586,1,"MYY[","מצץ ","MṢṢ",,,,,,,,,,,,,,,,,
