"Occurrences","lex","Lexeme","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
10,">GRT/","אִגֶּרֶת ",,,,,,,,,,,,,,,,,
2,">D/","אֵד ","kilde, tåge",,,,,,,,,,,,,,,,
1,">DB[","אדב ",,,,,,,,,,,,,,,,,
2,">DB>L/","אַדְבְּאֵל ",,,,,,,,,,,,,,,,,
1,">DD/","אֲדַד ",,,,,,,,,,,,,,,,,
2,">DW/","אִדֹּו ",,,,,,,,,,,,,,,,,
100,">DWM/","אֱדֹום ",,,,,,,,,,,,,,,,,
335,">DWN/","אָדֹון I","herre, ",,,,,,,,,,,,,,,,
1,">DWN=/","אַדֹּון II",,,,,,,,,,,,,,,,,
1,">DWRJM/","אֲדֹורַיִם ",,,,,,,,,,,,,,,,,
27,">DJR/","אַדִּיר ","mægtig; fornemme (n pl)",,,,,,,,,,,,,,,,
1,">DLJ>/","אֲדַלְיָא ",,,,,,,,,,,,,,,,,
553,">DM/","אָדָם I","mand, menneske",,,,,,,,,,,,,,,,
9,">DM=/","אָדֹם II",,,,,,,,,,,,,,,,,
3,">DM==/","אֹדֶם III",,,,,,,,,,,,,,,,,
8,">DM===/","אָדָם IV",,,,,,,,,,,,,,,,,
1,">DM====/","אָדָם V",,,,,,,,,,,,,,,,,
10,">DM[","אדם ",,,,,,,,,,,,,,,,,
6,">DMDM/","אֲדַמְדָּם ",,,,,,,,,,,,,,,,,
223,">DMH/","אֲדָמָה I","jord",,,,,,,,,,,,,,,,
5,">DMH=/","אַדְמָה II",,,,,,,,,,,,,,,,,
3,">DMH==/","אֲדָמָה III",,,,,,,,,,,,,,,,,
12,">DMJ/","אֲדֹמִי ",,,,,,,,,,,,,,,,,
1,">DMJ_HNQB/","אֲדָמִי הַנֶּקֶב ",,,,,,,,,,,,,,,,,
3,">DMNJ/","אַדְמֹנִי ",,,,,,,,,,,,,,,,,
1,">DMT>/","אַדְמָתָא ",,,,,,,,,,,,,,,,,
57,">DN/","אֶדֶן I","fodstykke, sokkel",,,,,,,,,,,,,,,,
1,">DN=/","אַדָּן II",,,,,,,,,,,,,,,,,
438,">DNJ/","אֲדֹנָי ","Herre",,,,,,,,,,,,,,,,
3,">DNJ_BZQ/","אֲדֹנִי בֶזֶק ",,,,,,,,,,,,,,,,,
2,">DNJ_YDQ/","אֲדֹנִי צֶדֶק ",,,,,,,,,,,,,,,,,
7,">DNJH/","אֲדֹנִיָּה ","Adonija",,,,,,,,,,,,,,,,
19,">DNJHW/","אֲדֹנִיָּהוּ ","Adonijahu",,,,,,,,,,,,,,,,
3,">DNJQM/","אֲדֹנִיקָם ",,,,,,,,,,,,,,,,,
2,">DNJRM/","אֲדֹנִירָם ",,,,,,,,,,,,,,,,,
2,">DR/","אֶדֶר I",,,,,,,,,,,,,,,,,
8,">DR=/","אֲדָר II",,,,,,,,,,,,,,,,,
1,">DR==/","אַדָּר III",,,,,,,,,,,,,,,,,
1,">DR===/","אַדָּר IV",,,,,,,,,,,,,,,,,
3,">DR[","אדר ",,,,,,,,,,,,,,,,,
2,">DRKWN/","אֲדַרְכֹּון ",,,,,,,,,,,,,,,,,
2,">DRM/","אֲדֹרָם ",,,,,,,,,,,,,,,,,
1,">DRMLK/","אַדְרַמֶּלֶךְ I",,,,,,,,,,,,,,,,,
2,">DRMLK=/","אַדְרַמֶּלֶךְ II",,,,,,,,,,,,,,,,,
8,">DR<J/","אֶדְרֶעִי ",,,,,,,,,,,,,,,,,
12,">DRT/","אַדֶּרֶת ",,,,,,,,,,,,,,,,,
1,">DC[","אדשׁ ",,,,,,,,,,,,,,,,,
2,">HB/","אֹהַב I",,,,,,,,,,,,,,,,,
2,">HB=/","אַהַב II",,,,,,,,,,,,,,,,,
211,">HB[","אהב ",,"elske",,,,,,,,,,,,,,,
36,">HBH/","אֲהָבָה ",,,,,,,,,,,,,,,,,
2,">HD/","אֹהַד ",,,,,,,,,,,,,,,,,
15,">HH","אֲהָהּ ","ak, åh",,,,,,,,,,,,,,,,
3,">HW>/","אַהֲוָא ",,,,,,,,,,,,,,,,,
9,">HWD/","אֵהוּד ",,,,,,,,,,,,,,,,,
3,">HJ","אֱהִי ","hvor",,,,,,,,,,,,,,,,
345,">HL/","אֹהֶל I","telt",,,,,,,,,,,,,,,,
1,">HL=/","אֹהֶל II",,,,,,,,,,,,,,,,,
4,">HL==/","אָהָל III",,,,,,,,,,,,,,,,,
1,">HL=[","אהל II",,,,,,,,,,,,,,,,,
3,">HL[","אהל I",,,,,,,,,,,,,,,,,
5,">HLH/","אָהֳלָה ",,,,,,,,,,,,,,,,,
5,">HLJ>B/","אָהֳלִיאָב ",,,,,,,,,,,,,,,,,
6,">HLJBH/","אָהֳלִיבָה ",,,,,,,,,,,,,,,,,
7,">HLJBMH/","אָהֳלִיבָמָה I",,,,,,,,,,,,,,,,,
1,">HLJBMH=/","אָהֳלִיבָמָה II",,,,,,,,,,,,,,,,,
347,">HRN/","אַהֲרֹן ","Aron",,,,,,,,,,,,,,,,
320,">W","אֹו ","eller, eller endog",,,,,,,,,,,,,,,,
1,">W>L/","אוּאֵל ",,,,,,,,,,,,,,,,,
16,">WB/","אֹוב I",,,,,,,,,,,,,,,,,
1,">WB=/","אֹוב II",,,,,,,,,,,,,,,,,
1,">WBJL/","אֹובִיל ",,,,,,,,,,,,,,,,,
3,">WD/","אוּד ","brændeknude, træstump",,,,,,,,,,,,,,,,
11,">WDWT/","אֹודֹות ",,,,,,,,,,,,,,,,,
7,">WH/","אַוָּה ",,,,,,,,,,,,,,,,,
27,">WH[","אוה ",,,,,,,,,,,,,,,,,
1,">WZJ/","אוּזַי ",,,,,,,,,,,,,,,,,
3,">WZL/","אוּזָל ",,,,,,,,,,,,,,,,,
24,">WJ","אֹוי ","ve!",,,,,,,,,,,,,,,,
2,">WJ/","אֱוִי ",,,,,,,,,,,,,,,,,
1,">WJH","אֹויָה ","ve!",,,,,,,,,,,,,,,,
26,">WJL/","אֱוִיל ",,,,,,,,,,,,,,,,,
2,">WJL_MRDK/","אֱוִיל מְרֹדַךְ ",,,,,,,,,,,,,,,,,
1,">WL/","אוּל ",,,,,,,,,,,,,,,,,
45,">WLJ","אוּלַי ","måske",,,,,,,,,,,,,,,,
1,">WLJ/","אֱוִלִי I",,,,,,,,,,,,,,,,,
2,">WLJ=/","אוּלַי II",,,,,,,,,,,,,,,,,
19,">WLM","אוּלָם ","dog, på den anden side",,,,,,,,,,,,,,,,
4,">WLM/","אוּלָם ",,,,,,,,,,,,,,,,,
25,">WLT/","אִוֶּלֶת ",,,,,,,,,,,,,,,,,
3,">WMR/","אֹומָר ",,,,,,,,,,,,,,,,,
11,">WN/","אֹון I","magt, styrke, rigdom",,,,,,,,,,,,,,,,
78,">WN=/","אָוֶן II",,,,,,,,,,,,,,,,,
1,">WN===/","אֹון IV",,,,,,,,,,,,,,,,,
1,">WN====/","אָוֶן V",,,,,,,,,,,,,,,,,
5,">WNW/","אֹונֹו ",,,,,,,,,,,,,,,,,
4,">WNM/","אֹונָם ",,,,,,,,,,,,,,,,,
8,">WNN/","אֹונָן ",,,,,,,,,,,,,,,,,
2,">WPZ/","אוּפָז ",,,,,,,,,,,,,,,,,
12,">WPJR/","אֹופִיר I",,,,,,,,,,,,,,,,,
1,">WPJR=/","אֹופִיר II",,,,,,,,,,,,,,,,,
35,">WPN/","אֹופַן ",,,,,,,,,,,,,,,,,
10,">WY[","אוץ ",,,,,,,,,,,,,,,,,
79,">WYR/","אֹוצָר ",,,,,,,,,,,,,,,,,
115,">WR/","אֹור I","lys",,,,,,,,,,,,,,,,
6,">WR=/","אוּר II",,,,,,,,,,,,,,,,,
7,">WR==/","אוּר III",,,,,,,,,,,,,,,,,
4,">WR===/","אוּר IV","Ur",,,,,,,,,,,,,,,,
1,">WR====/","אוּר V",,,,,,,,,,,,,,,,,
49,">WR[","אור ",,"være lys",,,,,"skinne",,,,,,,,,,
2,">WRH/","אֹורָה ",,,,,,,,,,,,,,,,,
1,">WRWT/","אֲוֵרֹות ",,,,,,,,,,,,,,,,,
7,">WRJ/","אוּרִי ",,,,,,,,,,,,,,,,,
4,">WRJ>L/","אוּרִיאֵל ",,,,,,,,,,,,,,,,,
36,">WRJH/","אוּרִיָּה ",,,,,,,,,,,,,,,,,
3,">WRJHW/","אוּרִיָּהוּ ",,,,,,,,,,,,,,,,,
79,">WT/","אֹות ","tegn",,,,,,,,,,,,,,,,
4,">WT[","אות ",,,,,,,,,,,,,,,,,
141,">Z","אָז ","da; dengang, eftersom",,,,,,,,,,,,,,,,
1,">ZBJ/","אֶזְבָּי ",,,,,,,,,,,,,,,,,
10,">ZWB/","אֵזֹוב ","ysop",,,,,,,,,,,,,,,,
14,">ZWR/","אֵזֹור ",,,,,,,,,,,,,,,,,
3,">ZJ","אֲזַי ",,,,,,,,,,,,,,,,,
7,">ZKRH/","אַזְכָּרָה ",,,,,,,,,,,,,,,,,
1,">ZL/","אֶזֶל ",,,,,,,,,,,,,,,,,
4,">ZL[","אזל ",,,,,,,,,,,,,,,,,
187,">ZN/","אֹזֶן I","øre",,,,,,,,,,,,,,,,
1,">ZN=/","אָזֵן II",,,,,,,,,,,,,,,,,
1,">ZN=[","אזן II",,,,,,,,,,,,,,,,,
41,">ZN[","אזן I",,,,,,,,,,,,,,,,,
1,">ZN_C>RH/","אֻזֵּן שֶׁאֱרָה ",,,,,,,,,,,,,,,,,
1,">ZNWT_TBWR/","אַזְנֹות תָּבֹור ",,,,,,,,,,,,,,,,,
1,">ZNJ/","אָזְנִי I",,,,,,,,,,,,,,,,,
1,">ZNJ=/","אָזְנִי II",,,,,,,,,,,,,,,,,
1,">ZNJH/","אֲזַנְיָה ",,,,,,,,,,,,,,,,,
2,">ZQJM/","אֲזִקִּים ",,,,,,,,,,,,,,,,,
16,">ZR[","אזר ",,"spænde bælte om",,,,,,,,,,,,,,,
17,">ZRX/","אֶזְרָח ",,,,,,,,,,,,,,,,,
3,">ZRXJ/","אֶזְרָחִי ",,,,,,,,,,,,,,,,,
2,">ZR</","אֶזְרֹעַ ",,,,,,,,,,,,,,,,,
3,">X","אָח ","ak, åh",,,,,,,,,,,,,,,,
629,">X/","אָח I","bror",,,,,,,,,,,,,,,,
1,">X=/","אֹחַ II",,,,,,,,,,,,,,,,,
3,">X==/","אָח III",,,,,,,,,,,,,,,,,
93,">X>B/","אַחְאָב ",,,,,,,,,,,,,,,,,
1,">XBN/","אַחְבָּן ",,,,,,,,,,,,,,,,,
970,">XD/","אֶחָד ","en, engang",,,,,,,,,,,,,,,,
1,">XD[","אחד ",,,,,,,,,,,,,,,,,
3,">XW/","אָחוּ ",,,,,,,,,,,,,,,,,
1,">XWD/","אֵחוּד ",,,,,,,,,,,,,,,,,
1,">XWH/","אַחֲוָה I",,,,,,,,,,,,,,,,,
1,">XWH=/","אַחְוָה II",,,,,,,,,,,,,,,,,
1,">XWX/","אֲחֹוחַ ",,,,,,,,,,,,,,,,,
5,">XWXJ/","אֲחֹוחִי ",,,,,,,,,,,,,,,,,
1,">XWMJ/","אֲחוּמַי ",,,,,,,,,,,,,,,,,
41,">XWR/","אָחֹור ",,,,,,,,,,,,,,,,,
114,">XWT/","אָחֹות ",,,,,,,,,,,,,,,,,
1,">XZ/","אָחֻז I",,,,,,,,,,,,,,,,,
41,">XZ=/","אָחָז II","Akaz",,,,,,,,,,,,,,,,
3,">XZ=[","אחז II",,,,,,,,,,,,,,,,,
65,">XZ[","אחז I",,"gribe, tage fat i",,,,,,,,,,,,,,,
66,">XZH/","אֲחֻזָּה ","ejendom, jord",,,,,,,,,,,,,,,,
1,">XZJ/","אַחְזַי ",,,,,,,,,,,,,,,,,
7,">XZJH/","אֲחַזְיָה ",,,,,,,,,,,,,,,,,
30,">XZJHW/","אֲחַזְיָהוּ ",,,,,,,,,,,,,,,,,
1,">XZM/","אֲחֻזָּם ",,,,,,,,,,,,,,,,,
1,">XZT/","אֲחֻזַּת ",,,,,,,,,,,,,,,,,
1,">XJ/","אֵחִי I",,,,,,,,,,,,,,,,,
2,">XJ=/","אֲחִי II",,,,,,,,,,,,,,,,,
2,">XJ>M/","אֲחִיאָם ",,,,,,,,,,,,,,,,,
19,">XJH/","אֲחִיָּה ",,,,,,,,,,,,,,,,,
5,">XJHW/","אֲחִיָּהוּ ",,,,,,,,,,,,,,,,,
1,">XJHWD/","אֲחִיהוּד ",,,,,,,,,,,,,,,,,
6,">XJW/","אַחְיֹו ",,,,,,,,,,,,,,,,,
1,">XJXD/","אֲחִיחֻד ",,,,,,,,,,,,,,,,,
15,">XJVWB/","אֲחִיטוּב ",,,,,,,,,,,,,,,,,
5,">XJLWD/","אֲחִילוּד ",,,,,,,,,,,,,,,,,
1,">XJMWT/","אֲחִימֹות ",,,,,,,,,,,,,,,,,
17,">XJMLK/","אֲחִימֶלֶךְ ",,,,,,,,,,,,,,,,,
4,">XJMN/","אֲחִימַן ",,,,,,,,,,,,,,,,,
15,">XJM<Y/","אֲחִימַעַץ ",,,,,,,,,,,,,,,,,
1,">XJN/","אַחְיָן ",,,,,,,,,,,,,,,,,
1,">XJNDB/","אֲחִינָדָב ",,,,,,,,,,,,,,,,,
7,">XJN<M/","אֲחִינֹעַם ",,,,,,,,,,,,,,,,,
3,">XJSMK/","אֲחִיסָמָךְ ",,,,,,,,,,,,,,,,,
6,">XJ<ZR/","אֲחִיעֶזֶר ",,,,,,,,,,,,,,,,,
20,">XJQM/","אֲחִיקָם ",,,,,,,,,,,,,,,,,
1,">XJRM/","אֲחִירָם ",,,,,,,,,,,,,,,,,
1,">XJRMJ/","אֲחִירָמִי ",,,,,,,,,,,,,,,,,
5,">XJR</","אֲחִירַע ",,,,,,,,,,,,,,,,,
1,">XJCXR/","אֲחִישָׁחַר ",,,,,,,,,,,,,,,,,
1,">XJCR/","אֲחִישָׁר ",,,,,,,,,,,,,,,,,
20,">XJTPL/","אֲחִיתֹפֶל ",,,,,,,,,,,,,,,,,
1,">XLB/","אַחְלָב ",,,,,,,,,,,,,,,,,
2,">XLJ","אַחֲלַי ","hvis blot",,,,,,,,,,,,,,,,
2,">XLJ/","אַחְלָי ",,,,,,,,,,,,,,,,,
2,">XLMH/","אַחְלָמָה ",,,,,,,,,,,,,,,,,
1,">XSBJ/","אֲחַסְבַּי ",,,,,,,,,,,,,,,,,
715,">XR/","אַחַר I","",,,,,,,,,,,,,,,,
166,">XR=/","אַחֵר II","en anden ",,,,,,,,,,,,,,,,
1,">XR==/","אַחֵר III",,,,,,,,,,,,,,,,,
17,">XR[","אחר ",,,,"sinke, blive bagved",,,,,,,,,,,,,
51,">XRWN/","אַחֲרֹון ",,,,,,,,,,,,,,,,,
1,">XRX/","אַחְרַח ",,,,,,,,,,,,,,,,,
1,">XRXL/","אֲחַרְחֵל ",,,,,,,,,,,,,,,,,
61,">XRJT/","אַחֲרִית ","ende, fremtid",,,,,,,,,,,,,,,,
7,">XRNJT","אֲחֹרַנִּית ","baglæns",,,,,,,,,,,,,,,,
4,">XCDRPN/","אֲחַשְׁדַּרְפָּן ",,,,,,,,,,,,,,,,,
31,">XCWRWC/","אֲחַשְׁוֵרֹושׁ ",,,,,,,,,,,,,,,,,
1,">XCTRJ/","אֲחַשְׁתָּרִי ",,,,,,,,,,,,,,,,,
2,">XCTRN/","אֲחַשְׁתְּרָן ",,,,,,,,,,,,,,,,,
5,">V/","אַט ",,,,,,,,,,,,,,,,,
4,">VD/","אָטָד ",,,,,,,,,,,,,,,,,
1,">VWN/","אֵטוּן ",,,,,,,,,,,,,,,,,
1,">VJM/","אִטִּים ",,,,,,,,,,,,,,,,,
8,">VM[","אטם ",,,,,,,,,,,,,,,,,
2,">VR/","אִטֵּר I",,,,,,,,,,,,,,,,,
5,">VR=/","אָטֵר II",,,,,,,,,,,,,,,,,
1,">VR[","אטר ",,,,,,,,,,,,,,,,,
39,">J","אֵי I","hvor (interr)",,,,,,,,,,,,,,,,
36,">J/","אִי I",,,,,,,,,,,,,,,,,
2,">J=","אִי II","hvordan dog (interj)",,,,,,,,,,,,,,,,
3,">J=/","אִי II",,,,,,,,,,,,,,,,,
1,">J==","אִי III","ikke",,,,,,,,,,,,,,,,
283,">JB[","איב ",,"være en fjende af",,,,,,,,,,,,,,,
5,">JBH/","אֵיבָה ","fjendskab",,,,,,,,,,,,,,,,
24,">JD/","אֵיד ",,,,,,,,,,,,,,,,,
45,">JH","אַיֵּה ","hvor",,,,,,,,,,,,,,,,
3,">JH/","אַיָּה I",,,,,,,,,,,,,,,,,
6,">JH=/","אַיָּה II",,,,,,,,,,,,,,,,,
58,">JWB/","אִיֹּוב ","Job",,,,,,,,,,,,,,,,
22,">JZBL/","אִיזֶבֶל ",,,,,,,,,,,,,,,,,
61,">JK","אֵיךְ ","hvordan (exclam), hvor (interr)",,,,,,,,,,,,,,,,
2,">JKBWD/","אִיכָבֹוד ",,,,,,,,,,,,,,,,,
17,">JKH","אֵיכָה I","hvordan (exclam), hvor (interr)",,,,,,,,,,,,,,,,
1,">JKH=","אֵיכֹה II",,,,,,,,,,,,,,,,,
4,">JKKH","אֵיכָכָה ","hvordan (exclam)",,,,,,,,,,,,,,,,
11,">JL/","אַיָּל I",,,,,,,,,,,,,,,,,
163,">JL=/","אַיִל II","vædder, handyr af fåreslægten, leder",,,,,,,,,,,,,,,,
3,">JL==/","אַיִל III",,,,,,,,,,,,,,,,,
22,">JL===/","אַיִל IV",,,,,,,,,,,,,,,,,
1,">JL====/","אֱיָל V",,,,,,,,,,,,,,,,,
1,">JL_P>RN/","אֵיל פָּארָן ",,,,,,,,,,,,,,,,,
8,">JLH/","אַיָּלָה ",,,,,,,,,,,,,,,,,
4,">JLWN/","אֵילֹון I",,,,,,,,,,,,,,,,,
2,">JLWN=/","אֵילֹון II",,,,,,,,,,,,,,,,,
10,">JLWN==/","אַיָּלֹון III",,,,,,,,,,,,,,,,,
1,">JLWT/","אֱיָלוּת ","styrke; hjælp",,,,,,,,,,,,,,,,
49,">JLM/","אֵילָם I",,,,,,,,,,,,,,,,,
6,">JLM=/","אֵילִם II",,,,,,,,,,,,,,,,,
8,">JLT/","אֵילַת I",,,,,,,,,,,,,,,,,
3,">JLT=/","אַיֶּלֶת II","hind",,,,,,,,,,,,,,,,
3,">JM/","אָיֹם ",,,,,,,,,,,,,,,,,
17,">JMH/","אֵימָה ","rædsel",,,,,,,,,,,,,,,,
3,">JMJM/","אֵימִים ",,,,,,,,,,,,,,,,,
17,">JN","אַיִן I","hvorfra (interr)",,,,,,,,,,,,,,,,
788,">JN/","אַיִן ","der er ikke, ikke-eksistens",,,,,,,,,,,,,,,,
1,">JN=","אִין II","hvor (interr)",,,,,,,,,,,,,,,,
1,">J<ZR/","אִיעֶזֶר ",,,,,,,,,,,,,,,,,
1,">J<ZRJ/","אִיעֶזְרִי ",,,,,,,,,,,,,,,,,
10,">JPH","אֵיפֹה ","hvor (interr)",,,,,,,,,,,,,,,,
40,">JPH/","אֵיפָה ",,,,,,,,,,,,,,,,,
2186,">JC/","אִישׁ ","mand, menneske, væsen, en eller anden, alle",,,,,,,,,,,,,,,,
11,">JC_BCT/","אִישׁ בֹּשֶׁת ",,,,,,,,,,,,,,,,,
1,">JCHWD/","אִישְׁהֹוד ",,,,,,,,,,,,,,,,,
4,">JCWN/","אִישֹׁון ",,,,,,,,,,,,,,,,,
1,">JTWN/","אִיתֹון ",,,,,,,,,,,,,,,,,
3,">JTJ>L/","אִיתִיאֵל ",,,,,,,,,,,,,,,,,
21,">JTMR/","אִיתָמָר ",,,,,,,,,,,,,,,,,
14,">JTN/","אֵיתָן I",,,,,,,,,,,,,,,,,
8,">JTN=/","אֵיתָן II",,,,,,,,,,,,,,,,,
161,">K","אַךְ ","virkelig, kun, imidlertid",,,,,,,,,,,,,,,,
1,">KD/","אַכַּד ",,,,,,,,,,,,,,,,,
2,">KZB/","אַכְזָב ",,,,,,,,,,,,,,,,,
4,">KZJB/","אַכְזִיב ",,,,,,,,,,,,,,,,,
4,">KZR/","אַכְזָר ",,,,,,,,,,,,,,,,,
8,">KZRJ/","אַכְזָרִי ",,,,,,,,,,,,,,,,,
1,">KZRJWT/","אַכְזְרִיּוּת ",,,,,,,,,,,,,,,,,
1,">KJLH/","אֲכִילָה ",,,,,,,,,,,,,,,,,
21,">KJC/","אָכִישׁ ",,,,,,,,,,,,,,,,,
43,">KL/","אֹכֶל I","mad",,,,,,,,,,,,,,,,
1,">KL=/","אֻכָל II",,,,,,,,,,,,,,,,,
810,">KL[","אכל ",,"spise, fortære","blive spist",,"blive konsumeret",,"fodre",,,"spise",,,,,,,
18,">KLH/","אָכְלָה ","mad",,,,,,,,,,,,,,,,
18,">KN","אָכֵן ","visselig, virkelig",,,,,,,,,,,,,,,,
1,">KP/","אֶכֶף ",,,,,,,,,,,,,,,,,
1,">KP[","אכף ",,,,,,,,,,,,,,,,,
7,">KR/","אִכָּר ",,,,,,,,,,,,,,,,,
3,">KCP/","אַכְשָׁף ",,,,,,,,,,,,,,,,,
5517,">L","אֶל I","til, hen til, hen imod",,,,,,,,,,,,,,,,
235,">L/","אֵל I","Gud, gud, Den Mægtige",,,,,,,,,,,,,,,,
726,">L=","אַל II","ikke",,,,,,,,,,,,,,,,
1,">L=/","אַל II",,,,,,,,,,,,,,,,,
1,">L==","אַל III",,,,,,,,,,,,,,,,,
5,">L==/","אֵל III",,,,,,,,,,,,,,,,,
9,">L===","אֵל IV",,,,,,,,,,,,,,,,,
1,">L_BRJT/","אֵל בְּרִית ",,,,,,,,,,,,,,,,,
1,">L>/","אֵלָא ",,,,,,,,,,,,,,,,,
3,">LGBJC/","אֶלְגָּבִישׁ ",,,,,,,,,,,,,,,,,
2,">LDD/","אֶלְדָּד ",,,,,,,,,,,,,,,,,
2,">LD<H/","אֶלְדָּעָה ",,,,,,,,,,,,,,,,,
746,">LH","אֵלֶּה ","disse",,,,,,,,,,,,,,,,
16,">LH/","אֵלָה I",,,,,,,,,,,,,,,,,
36,">LH=/","אָלָה II",,,,,,,,,,,,,,,,,
1,">LH==/","אַלָּה III",,,,,,,,,,,,,,,,,
13,">LH===/","אֵלָה IV",,,,,,,,,,,,,,,,,
1,">LH==[","אלה III",,,,,,,,,,,,,,,,,
1,">LH=[","אלה II",,,,,,,,,,,,,,,,,
5,">LH[","אלה I",,,,,,,,,,,,,,,,,
2601,">LHJM/","אֱלֹהִים ","Gud, guder, gud",,,,,,,,,,,,,,,,
2,">LW","אִלּוּ ",,,,,,,,,,,,,,,,,
57,">LWH/","אֱלֹוהַּ ",,,,,,,,,,,,,,,,,
1,">LWL/","אֱלוּל ",,,,,,,,,,,,,,,,,
10,">LWN/","אֵלֹון I",,,,,,,,,,,,,,,,,
9,">LWN=/","אַלֹּון II",,,,,,,,,,,,,,,,,
2,">LWN==/","אֵלֹון III",,,,,,,,,,,,,,,,,
1,">LWN===/","אַלֹּון IV",,,,,,,,,,,,,,,,,
60,">LWP/","אַלּוּף I",,,,,,,,,,,,,,,,,
9,">LWP=/","אַלּוּף II",,,,,,,,,,,,,,,,,
2,">LWC/","אָלוּשׁ ",,,,,,,,,,,,,,,,,
2,">LZBD/","אֶלְזָבָד ",,,,,,,,,,,,,,,,,
3,">LX[","אלח ",,,,,,,,,,,,,,,,,
4,">LXNN/","אֶלְחָנָן ",,,,,,,,,,,,,,,,,
1,">LJ/","אֱלִי ",,,,,,,,,,,,,,,,,
21,">LJ>B/","אֱלִיאָב ",,,,,,,,,,,,,,,,,
10,">LJ>L/","אֱלִיאֵל ",,,,,,,,,,,,,,,,,
1,">LJ>TH/","אֱלִיאָתָה ",,,,,,,,,,,,,,,,,
1,">LJDD/","אֱלִידָד ",,,,,,,,,,,,,,,,,
4,">LJD</","אֶלְיָדָע ",,,,,,,,,,,,,,,,,
5,">LJH/","אַלְיָה I","fedthale",,,,,,,,,,,,,,,,
8,">LJH=/","אֵלִיָּה II",,,,,,,,,,,,,,,,,
63,">LJHW/","אֵלִיָּהוּ I",,,,,,,,,,,,,,,,,
2,">LJHW=/","אֱלִיהוּ II",,,,,,,,,,,,,,,,,
9,">LJHW>/","אֱלִיהוּא ",,,,,,,,,,,,,,,,,
2,">LJHW<JNJ/","אֶלְיְהֹועֵינַי ",,,,,,,,,,,,,,,,,
7,">LJW<JNJ/","אֶלְיֹועֵינַי ",,,,,,,,,,,,,,,,,
2,">LJXB>/","אֶלְיַחְבָּא ",,,,,,,,,,,,,,,,,
1,">LJXRP/","אֱלִיחֹרֶף ",,,,,,,,,,,,,,,,,
20,">LJL/","אֱלִיל ",,,,,,,,,,,,,,,,,
6,">LJMLK/","אֱלִימֶלֶךְ ",,,,,,,,,,,,,,,,,
6,">LJSP/","אֶלְיָסָף ",,,,,,,,,,,,,,,,,
14,">LJ<ZR/","אֱלִיעֶזֶר ","Eliezer",,,,,,,,,,,,,,,,
2,">LJ<M/","אֱלִיעָם ",,,,,,,,,,,,,,,,,
1,">LJ<NJ/","אֱלִיעֵנַי ",,,,,,,,,,,,,,,,,
15,">LJPZ/","אֱלִיפַז ",,,,,,,,,,,,,,,,,
1,">LJPL/","אֱלִיפַל ",,,,,,,,,,,,,,,,,
2,">LJPLHW/","אֱלִיפְלֵהוּ ",,,,,,,,,,,,,,,,,
8,">LJPLV/","אֱלִיפֶלֶט ",,,,,,,,,,,,,,,,,
5,">LJYWR/","אֱלִיצוּר ",,,,,,,,,,,,,,,,,
4,">LJYPN/","אֱלִיצָפָן ",,,,,,,,,,,,,,,,,
1,">LJQ>/","אֱלִיקָא ",,,,,,,,,,,,,,,,,
12,">LJQJM/","אֶלְיָקִים ",,,,,,,,,,,,,,,,,
1,">LJCB</","אֱלִישֶׁבַע ",,,,,,,,,,,,,,,,,
3,">LJCH/","אֱלִישָׁה ",,,,,,,,,,,,,,,,,
2,">LJCW</","אֱלִישׁוּעַ ",,,,,,,,,,,,,,,,,
17,">LJCJB/","אֶלְיָשִׁיב ",,,,,,,,,,,,,,,,,
17,">LJCM</","אֱלִישָׁמָע ",,,,,,,,,,,,,,,,,
58,">LJC</","אֱלִישָׁע ",,,,,,,,,,,,,,,,,
1,">LJCPV/","אֱלִישָׁפָט ",,,,,,,,,,,,,,,,,
1,">LJTH/","אֱלִיָּתָה ",,,,,,,,,,,,,,,,,
2,">LLJ","אַלְלַי ","ve",,,,,,,,,,,,,,,,
6,">LM/","אִלֵּם I",,,,,,,,,,,,,,,,,
2,">LM=/","אֵלֶם II",,,,,,,,,,,,,,,,,
9,">LM[","אלם ",,,"være tavs, være stille",,,,,,,,,,,,,,
6,">LMGJM/","אַלְמֻגִּים ",,,,,,,,,,,,,,,,,
5,">LMH/","אֲלֻמָּה ",,,,,,,,,,,,,,,,,
2,">LMWDD/","אַלְמֹודָד ",,,,,,,,,,,,,,,,,
1,">LMLK/","אַלַּמֶּלֶךְ ",,,,,,,,,,,,,,,,,
1,">LMN/","אַלְמֹן I",,,,,,,,,,,,,,,,,
1,">LMN=/","אַלְמָן II",,,,,,,,,,,,,,,,,
56,">LMNH/","אַלְמָנָה ","enke",,,,,,,,,,,,,,,,
4,">LMNWT/","אַלְמָנוּת ",,,,,,,,,,,,,,,,,
3,">LMNJ/","אַלְמֹנִי ",,,,,,,,,,,,,,,,,
1,">LNJ/","אֵלֹנִי ",,,,,,,,,,,,,,,,,
1,">LN<M/","אֶלְנָעַם ",,,,,,,,,,,,,,,,,
7,">LNTN/","אֶלְנָתָן ",,,,,,,,,,,,,,,,,
2,">LSR/","אֶלָּסָר ",,,,,,,,,,,,,,,,,
1,">L<D/","אֶלְעָד ",,,,,,,,,,,,,,,,,
